order_id,user_id,order_product_id,order_date,is_discounted,is_canceled
C013828,A0230,B056,2022-10-04,0,0
C013829,A0065,B020,2022-01-02,0,0
C013830,A0716,B018,2022-09-18,0,0
C013831,A0706,B021,2022-09-28,0,0
C013832,A0529,B021,2022-11-12,0,0
C013833,A0018,B005,2022-09-21,0,0
C013834,A0195,B049,2022-11-11,0,0
C013835,A0853,B022,2022-03-03,0,0
C013836,A0832,B018,2022-09-15,0,0
C013837,A0482,B014,2022-03-20,0,0
C013838,A0125,B033,2022-05-28,0,0
C013839,A0025,B033,2022-12-09,0,0
C013840,A0098,B017,2022-07-08,0,0
C013841,A0664,B046,2022-12-26,0,0
C013842,A0903,B038,2022-05-11,0,0
C013843,A0810,B019,2022-06-20,0,0
C013844,A0601,B002,2022-11-09,0,0
C013845,A0364,B028,2022-06-19,0,0
C013846,A0577,B051,2022-04-11,0,0
C013847,A0407,B024,2022-08-13,0,0
C013848,A0193,B054,2022-12-01,0,0
C013849,A0652,B019,2022-04-23,0,0
C013850,A0810,B001,2022-02-07,0,0
C013851,A0998,B040,2022-01-15,0,0
C013852,A0893,B038,2022-04-24,0,0
C013853,A0451,B022,2022-02-22,0,0
C013854,A0601,B007,2022-03-25,0,0
C013855,A0206,B054,2022-09-01,0,0
C013856,A0370,B017,2022-03-20,0,0
C013857,A0615,B019,2022-04-11,0,0
C013858,A0965,B033,2022-02-17,0,0
C013859,A0035,B058,2022-09-08,0,0
C013860,A0364,B020,2022-11-18,0,0
C013861,A0197,B039,2022-04-18,0,0
C013862,A0023,B048,2022-01-17,0,0
C013863,A0225,B009,2022-04-05,0,0
C013864,A0345,B017,2022-06-01,0,0
C013865,A0125,B035,2022-04-26,0,0
C013866,A0249,B038,2022-03-06,0,0
C013867,A0987,B038,2022-03-21,0,0
C013868,A0009,B017,2022-03-08,0,0
C013869,A0770,B009,2022-02-09,0,0
C013870,A0770,B002,2022-08-20,0,0
C013871,A0128,B004,2022-09-20,0,0
C013872,A0283,B001,2022-05-14,0,0
C013873,A0835,B041,2022-10-23,0,0
C013874,A0152,B022,2022-03-11,0,0
C013875,A0502,B017,2022-03-06,0,0
C013876,A0128,B007,2022-03-17,0,0
C013877,A0316,B004,2022-04-03,0,0
C013878,A0902,B019,2022-05-02,0,0
C013879,A0079,B006,2022-02-13,0,0
C013880,A0717,B021,2022-07-22,0,0
C013881,A0035,B038,2022-04-01,0,0
C013882,A0365,B053,2022-10-24,0,0
C013883,A0524,B027,2022-12-12,0,0
C013884,A0818,B027,2022-12-18,0,0
C013885,A0893,B024,2022-01-21,0,0
C013886,A0125,B032,2022-01-31,0,0
C013887,A0422,B020,2022-10-27,0,0
C013888,A0034,B033,2022-04-22,0,0
C013889,A0275,B015,2022-01-09,0,0
C013890,A0488,B019,2022-09-21,0,0
C013891,A0619,B018,2022-12-29,0,0
C013892,A0292,B020,2022-01-11,0,0
C013893,A0899,B028,2022-11-28,0,0
C013894,A0252,B045,2022-05-29,0,0
C013895,A0530,B010,2022-04-29,0,0
C013896,A0882,B020,2022-04-09,0,0
C013897,A0274,B017,2022-04-07,0,0
C013898,A0229,B003,2022-12-02,0,0
C013899,A0578,B046,2022-08-01,0,0
C013900,A0488,B036,2022-09-18,0,0
C013901,A0583,B046,2022-06-29,0,0
C013902,A0670,B056,2022-01-14,0,0
C013903,A0853,B024,2022-08-05,0,0
C013904,A0363,B054,2022-10-22,0,0
C013905,A0903,B020,2022-08-21,0,0
C013906,A0229,B017,2022-07-24,0,0
C013907,A0928,B031,2022-08-25,0,0
C013908,A0173,B029,2022-01-11,0,0
C013909,A0205,B022,2022-04-09,0,0
C013910,A0481,B018,2022-05-12,1,0
C013911,A0125,B035,2022-04-22,0,0
C013912,A0193,B018,2022-03-30,0,0
C013913,A0163,B021,2022-02-21,0,0
C013914,A0928,B038,2022-09-30,0,0
C013915,A0451,B048,2022-05-26,0,0
C013916,A0628,B026,2022-12-11,0,0
C013917,A0716,B024,2022-10-03,0,0
C013918,A0363,B020,2022-03-01,0,0
C013919,A0019,B030,2022-02-15,0,0
C013920,A0527,B028,2022-04-18,0,0
C013921,A0222,B038,2022-09-18,0,0
C013922,A0870,B058,2022-09-05,0,0
C013923,A0032,B055,2022-11-19,0,0
C013924,A0893,B002,2022-08-30,0,0
C013925,A0342,B017,2022-05-26,0,0
C013926,A0904,B017,2022-03-06,0,0
C013927,A0818,B058,2022-07-26,0,0
C013928,A0046,B033,2022-10-24,0,0
C013929,A0214,B037,2022-06-04,0,0
C013930,A0229,B005,2022-07-23,0,0
C013931,A0123,B041,2022-06-02,0,0
C013932,A0080,B040,2022-12-24,0,0
C013933,A0371,B054,2022-08-14,0,0
C013934,A0579,B034,2022-08-02,1,0
C013935,A0035,B025,2022-09-09,0,0
C013936,A0142,B050,2022-09-10,0,0
C013937,A0785,B037,2022-02-26,0,0
C013938,A0248,B052,2022-03-12,0,0
C013939,A0530,B038,2022-07-22,0,0
C013940,A0364,B025,2022-11-17,0,0
C013941,A0378,B035,2022-01-18,0,0
C013942,A0074,B046,2022-11-25,0,0
C013943,A0490,B025,2022-06-10,1,0
C013944,A0726,B002,2022-04-29,0,0
C013945,A0461,B049,2022-09-03,0,0
C013946,A0422,B014,2022-03-13,0,0
C013947,A0038,B037,2022-09-05,0,0
C013948,A0512,B056,2022-11-25,1,0
C013949,A0575,B024,2022-06-25,0,0
C013950,A0466,B023,2022-03-03,0,0
C013951,A0482,B029,2022-06-13,0,0
C013952,A0776,B033,2022-12-27,0,0
C013953,A0635,B001,2022-08-25,0,0
C013954,A0524,B024,2022-11-20,0,0
C013955,A0835,B023,2022-04-25,0,0
C013956,A0345,B021,2022-09-14,0,0
C013957,A0826,B020,2022-03-29,0,0
C013958,A0035,B024,2022-12-26,0,0
C013959,A0549,B022,2022-01-08,0,0
C013960,A0482,B018,2022-02-11,0,0
C013961,A0706,B044,2022-05-20,0,0
C013962,A0724,B016,2022-06-16,0,0
C013963,A0275,B039,2022-01-05,0,0
C013964,A0240,B037,2022-12-31,0,0
C013965,A0422,B043,2022-12-26,0,0
C013966,A0254,B002,2022-11-25,0,0
C013967,A0615,B023,2022-12-10,0,0
C013968,A0682,B002,2022-03-05,0,0
C013969,A0001,B020,2022-12-14,0,0
C013970,A0888,B019,2022-01-07,0,0
C013971,A0316,B030,2022-01-03,0,0
C013972,A0051,B016,2022-01-03,0,0
C013973,A0335,B028,2022-01-19,0,0
C013974,A0437,B001,2022-07-26,0,0
C013975,A0123,B026,2022-08-14,0,0
C013976,A0588,B027,2022-01-03,0,0
C013977,A0042,B024,2022-04-13,0,0
C013978,A0225,B011,2022-12-24,0,0
C013979,A0046,B019,2022-11-09,0,0
C013980,A0974,B017,2022-08-24,0,0
C013981,A0961,B028,2022-08-18,0,0
C013982,A0992,B048,2022-11-07,0,0
C013983,A0646,B025,2022-01-08,0,0
C013984,A0588,B023,2022-08-20,0,0
C013985,A0145,B018,2022-12-26,0,0
C013986,A0696,B025,2022-06-08,0,0
C013987,A0035,B018,2022-01-01,0,0
C013988,A0123,B038,2022-04-02,0,0
C013989,A0575,B023,2022-01-15,0,0
C013990,A0451,B050,2022-04-26,0,0
C013991,A0832,B028,2022-04-30,0,0
C013992,A0802,B019,2022-01-30,0,0
C013993,A0422,B025,2022-12-11,0,0
C013994,A0473,B058,2022-10-24,0,0
C013995,A0717,B035,2022-11-23,0,0
C013996,A0907,B003,2022-04-24,0,0
C013997,A0152,B005,2022-08-21,0,0
C013998,A0329,B023,2022-07-08,0,0
C013999,A0577,B005,2022-12-29,0,0
C014000,A0345,B048,2022-07-02,0,0
C014001,A0302,B001,2022-09-01,0,0
C014002,A0781,B002,2022-04-19,0,0
C014003,A0393,B022,2022-09-19,0,0
C014004,A0477,B002,2022-06-22,0,0
C014005,A0222,B041,2022-01-31,0,0
C014006,A0237,B046,2022-10-08,0,0
C014007,A0255,B020,2022-05-11,0,0
C014008,A0616,B011,2022-06-28,0,0
C014009,A0169,B009,2022-01-22,0,0
C014010,A0910,B019,2022-02-19,0,0
C014011,A0926,B012,2022-12-21,0,0
C014012,A0270,B058,2022-01-09,0,0
C014013,A0903,B050,2022-01-08,0,0
C014014,A0237,B017,2022-08-24,0,0
C014015,A0638,B005,2022-04-17,0,0
C014016,A0107,B024,2022-01-02,0,0
C014017,A0834,B032,2022-07-05,0,0
C014018,A0238,B055,2022-06-01,0,0
C014019,A0002,B021,2022-06-23,0,0
C014020,A0974,B019,2022-04-06,1,0
C014021,A0743,B022,2022-05-06,0,0
C014022,A0945,B037,2022-03-25,0,0
C014023,A0876,B040,2022-10-03,0,0
C014024,A0429,B005,2022-03-02,0,0
C014025,A0631,B023,2022-12-18,0,0
C014026,A0060,B026,2022-10-29,0,0
C014027,A0222,B020,2022-08-12,0,0
C014028,A0529,B058,2022-03-01,0,0
C014029,A0891,B046,2022-09-27,0,0
C014030,A0765,B031,2022-07-05,0,0
C014031,A0577,B038,2022-11-16,0,0
C014032,A0553,B002,2022-11-19,0,0
C014033,A0364,B037,2022-05-11,0,0
C014034,A0811,B035,2022-08-26,1,0
C014035,A0438,B004,2022-08-26,0,0
C014036,A0588,B033,2022-01-16,0,0
C014037,A0126,B026,2022-05-26,0,0
C014038,A0893,B040,2022-11-07,0,0
C014039,A0628,B025,2022-02-18,0,0
C014040,A0345,B051,2022-06-02,0,0
C014041,A0382,B031,2022-10-04,0,0
C014042,A0998,B002,2022-09-15,0,0
C014043,A0965,B027,2022-10-21,0,0
C014044,A0339,B013,2022-04-19,0,0
C014045,A0814,B002,2022-09-24,0,0
C014046,A0669,B054,2022-01-17,0,0
C014047,A0968,B043,2022-10-25,0,0
C014048,A0840,B038,2022-04-21,0,0
C014049,A0912,B051,2022-11-06,0,0
C014050,A0420,B011,2022-06-25,0,0
C014051,A0805,B018,2022-12-31,0,0
C014052,A0285,B025,2022-02-05,0,0
C014053,A0912,B021,2022-03-19,1,0
C014054,A0524,B048,2022-05-25,0,0
C014055,A0579,B017,2022-12-24,1,0
C014056,A0628,B018,2022-08-04,0,0
C014057,A0947,B022,2022-01-26,0,0
C014058,A0591,B058,2022-01-25,0,0
C014059,A0693,B059,2022-09-09,0,0
C014060,A0664,B033,2022-05-12,0,0
C014061,A0284,B054,2022-11-25,0,0
C014062,A0243,B056,2022-03-27,0,0
C014063,A0009,B041,2022-05-30,0,0
C014064,A0873,B046,2022-08-17,0,0
C014065,A0246,B002,2022-08-04,0,0
C014066,A0062,B017,2022-08-26,0,0
C014067,A0286,B015,2022-12-24,0,0
C014068,A0877,B004,2022-01-25,0,0
C014069,A0008,B031,2022-08-21,0,0
C014070,A0669,B020,2022-12-08,0,0
C014071,A0464,B028,2022-05-06,0,0
C014072,A0466,B021,2022-11-28,0,0
C014073,A0903,B035,2022-02-07,0,0
C014074,A0674,B020,2022-02-21,0,0
C014075,A0964,B002,2022-01-01,0,0
C014076,A0592,B001,2022-01-11,0,0
C014077,A0168,B017,2022-12-24,0,0
C014078,A0468,B034,2022-01-12,0,0
C014079,A0858,B002,2022-05-26,0,0
C014080,A0676,B054,2022-01-09,0,0
C014081,A0408,B022,2022-11-11,0,0
C014082,A0765,B055,2022-08-09,0,0
C014083,A0711,B001,2022-10-07,0,0
C014084,A0494,B036,2022-07-28,0,0
C014085,A0160,B026,2022-01-18,0,0
C014086,A0551,B020,2022-08-07,0,0
C014087,A0961,B031,2022-01-22,0,0
C014088,A0034,B020,2022-04-04,0,0
C014089,A0230,B037,2022-02-07,0,0
C014090,A0579,B039,2022-01-26,0,0
C014091,A0711,B023,2022-08-26,0,0
C014092,A0038,B020,2022-02-11,0,0
C014093,A0238,B025,2022-08-27,0,0
C014094,A0128,B033,2022-04-25,0,0
C014095,A0577,B008,2022-06-07,0,0
C014096,A0587,B040,2022-09-02,0,0
C014097,A0765,B051,2022-02-25,0,0
C014098,A0706,B041,2022-12-27,0,0
C014099,A0834,B026,2022-09-19,0,0
C014100,A0224,B017,2022-02-21,0,0
C014101,A0169,B002,2022-08-23,0,0
C014102,A0917,B056,2022-08-23,0,0
C014103,A0364,B019,2022-08-23,0,0
C014104,A0401,B027,2022-03-18,0,0
C014105,A0512,B036,2022-04-09,0,0
C014106,A0376,B050,2022-10-03,0,0
C014107,A0729,B055,2022-09-04,0,0
C014108,A0053,B046,2022-03-29,0,0
C014109,A0197,B056,2022-12-07,0,0
C014110,A0337,B017,2022-01-11,0,0
C014111,A0601,B039,2022-07-16,0,0
C014112,A0764,B040,2022-12-16,0,0
C014113,A0066,B023,2022-08-14,0,0
C014114,A0946,B021,2022-10-16,0,0
C014115,A0700,B031,2022-12-15,0,0
C014116,A0814,B043,2022-11-05,0,0
C014117,A0482,B014,2022-05-21,0,0
C014118,A0342,B037,2022-05-06,0,0
C014119,A0672,B005,2022-03-06,0,0
C014120,A0822,B033,2022-10-25,0,0
C014121,A0285,B023,2022-06-16,0,0
C014122,A0396,B055,2022-03-11,0,0
C014123,A0431,B020,2022-06-19,0,0
C014124,A0074,B022,2022-10-07,0,0
C014125,A0587,B032,2022-12-22,0,0
C014126,A0007,B024,2022-01-12,0,0
C014127,A0672,B041,2022-09-30,0,0
C014128,A0720,B019,2022-06-15,0,0
C014129,A0162,B036,2022-09-08,0,0
C014130,A0152,B060,2022-11-07,0,0
C014131,A0302,B020,2022-10-24,0,0
C014132,A0619,B022,2022-08-04,0,0
C014133,A0145,B018,2022-04-19,0,0
C014134,A0821,B032,2022-08-06,0,0
C014135,A0804,B019,2022-10-11,0,0
C014136,A0529,B020,2022-08-26,0,0
C014137,A0666,B012,2022-08-10,0,0
C014138,A0363,B017,2022-09-01,0,0
C014139,A0083,B014,2022-11-28,0,0
C014140,A0698,B006,2022-12-20,0,0
C014141,A0601,B013,2022-10-13,0,0
C014142,A0853,B017,2022-09-27,0,0
C014143,A0039,B001,2022-10-20,0,0
C014144,A0775,B033,2022-10-08,0,0
C014145,A0961,B036,2022-01-04,0,0
C014146,A0393,B055,2022-10-04,0,0
C014147,A0934,B035,2022-03-24,0,0
C014148,A0173,B015,2022-07-29,0,0
C014149,A0342,B018,2022-07-07,0,0
C014150,A0615,B055,2022-04-25,0,0
C014151,A0556,B028,2022-06-15,0,0
C014152,A0169,B005,2022-08-11,0,0
C014153,A0498,B007,2022-05-07,0,0
C014154,A0326,B033,2022-03-11,0,0
C014155,A0765,B045,2022-05-07,0,0
C014156,A0243,B038,2022-01-10,0,0
C014157,A0865,B056,2022-04-25,0,0
C014158,A0765,B015,2022-05-02,0,0
C014159,A0669,B021,2022-09-19,1,0
C014160,A0674,B036,2022-03-10,0,0
C014161,A0364,B004,2022-10-28,1,0
C014162,A0189,B002,2022-08-01,0,0
C014163,A0345,B019,2022-01-22,0,0
C014164,A0724,B001,2022-11-09,0,0
C014165,A0246,B008,2022-11-14,0,0
C014166,A0724,B001,2022-04-19,0,0
C014167,A0983,B005,2022-04-24,0,0
C014168,A0620,B037,2022-07-08,0,0
C014169,A0802,B046,2022-01-13,0,0
C014170,A0345,B005,2022-09-01,0,0
C014171,A0619,B012,2022-08-17,0,0
C014172,A0663,B017,2022-07-15,0,0
C014173,A0145,B040,2022-02-25,0,0
C014174,A0226,B020,2022-02-23,0,0
C014175,A0206,B056,2022-12-01,0,0
C014176,A0364,B038,2022-11-27,0,0
C014177,A0345,B035,2022-07-29,0,0
C014178,A0164,B017,2022-05-11,0,0
C014179,A0970,B019,2022-04-30,0,0
C014180,A0083,B021,2022-10-27,0,0
C014181,A0717,B023,2022-07-31,0,0
C014182,A0345,B021,2022-02-17,0,0
C014183,A0758,B022,2022-10-23,0,0
C014184,A0835,B032,2022-05-03,0,0
C014185,A0232,B060,2022-03-09,0,0
C014186,A0950,B034,2022-09-25,0,0
C014187,A0438,B026,2022-05-02,0,0
C014188,A0007,B036,2022-01-25,0,0
C014189,A0437,B021,2022-02-12,0,0
C014190,A0351,B021,2022-01-29,0,0
C014191,A0173,B024,2022-08-17,0,0
C014192,A0888,B056,2022-03-25,0,0
C014193,A0401,B059,2022-06-18,0,0
C014194,A0803,B009,2022-08-03,0,0
C014195,A0229,B033,2022-02-24,0,0
C014196,A0169,B046,2022-01-24,0,0
C014197,A0928,B056,2022-01-01,0,0
C014198,A0034,B032,2022-02-17,0,0
C014199,A0246,B039,2022-01-11,0,0
C014200,A0540,B008,2022-02-15,0,0
C014201,A0595,B035,2022-05-28,0,0
C014202,A0784,B023,2022-09-26,0,0
C014203,A0693,B013,2022-08-29,0,0
C014204,A0437,B004,2022-12-01,0,0
C014205,A0810,B032,2022-03-26,0,0
C014206,A0394,B026,2022-05-07,0,0
C014207,A0670,B010,2022-09-15,0,0
C014208,A0296,B056,2022-08-22,0,0
C014209,A0371,B031,2022-09-02,0,0
C014210,A0758,B009,2022-12-10,0,0
C014211,A0670,B055,2022-09-04,1,0
C014212,A0728,B016,2022-04-13,1,0
C014213,A0904,B017,2022-10-20,0,0
C014214,A0858,B020,2022-03-16,0,0
C014215,A0587,B016,2022-03-19,0,0
C014216,A0034,B021,2022-05-01,0,0
C014217,A0127,B026,2022-12-26,0,0
C014218,A0345,B051,2022-09-17,0,0
C014219,A0516,B017,2022-09-06,0,0
C014220,A0665,B005,2022-04-26,1,0
C014221,A0765,B036,2022-03-30,0,0
C014222,A0483,B016,2022-12-28,0,0
C014223,A0186,B057,2022-05-21,0,0
C014224,A0438,B006,2022-03-26,0,0
C014225,A0532,B056,2022-01-10,0,0
C014226,A0803,B039,2022-05-19,0,0
C014227,A0086,B006,2022-08-06,0,0
C014228,A0638,B032,2022-04-14,0,0
C014229,A0125,B015,2022-06-13,0,0
C014230,A0700,B036,2022-07-21,0,0
C014231,A0628,B056,2022-07-06,0,0
C014232,A0588,B036,2022-07-20,0,0
C014233,A0507,B022,2022-07-19,0,0
C014234,A0680,B005,2022-08-11,0,0
C014235,A0039,B001,2022-05-01,0,0
C014236,A0408,B046,2022-09-27,0,0
C014237,A0698,B012,2022-08-28,0,0
C014238,A0765,B042,2022-11-26,0,0
C014239,A0638,B002,2022-03-10,0,0
C014240,A0726,B011,2022-01-14,0,0
C014241,A0553,B016,2022-02-20,0,0
C014242,A0966,B019,2022-07-19,0,0
C014243,A0583,B051,2022-07-29,0,0
C014244,A0575,B052,2022-03-18,0,0
C014245,A0588,B024,2022-12-30,0,0
C014246,A0351,B038,2022-09-03,0,0
C014247,A0626,B039,2022-12-23,0,0
C014248,A0494,B010,2022-11-19,0,0
C014249,A0498,B023,2022-10-10,0,0
C014250,A0615,B001,2022-04-01,1,0
C014251,A0128,B040,2022-01-20,0,0
C014252,A0292,B060,2022-08-07,0,0
C014253,A0693,B052,2022-10-18,0,0
C014254,A0499,B004,2022-07-22,0,0
C014255,A0784,B023,2022-11-25,0,0
C014256,A0143,B020,2022-04-07,0,0
C014257,A0082,B031,2022-01-26,0,0
C014258,A0863,B048,2022-12-25,0,0
C014259,A0775,B047,2022-11-10,0,0
C014260,A0422,B026,2022-08-27,0,0
C014261,A0839,B002,2022-11-17,0,0
C014262,A0726,B001,2022-12-26,0,0
C014263,A0448,B037,2022-10-10,0,0
C014264,A0519,B056,2022-01-26,0,0
C014265,A0631,B041,2022-04-08,0,0
C014266,A0345,B009,2022-02-16,0,0
C014267,A0007,B016,2022-11-05,0,0
C014268,A0035,B026,2022-04-11,0,0
C014269,A0051,B041,2022-02-24,0,0
C014270,A0814,B054,2022-05-28,0,0
C014271,A0992,B037,2022-05-10,0,0
C014272,A0107,B058,2022-03-18,0,0
C014273,A0092,B022,2022-08-15,0,0
C014274,A0193,B043,2022-04-19,1,0
C014275,A0022,B007,2022-05-15,0,0
C014276,A0038,B027,2022-07-24,0,0
C014277,A0696,B011,2022-07-07,0,0
C014278,A0173,B038,2022-03-15,0,0
C014279,A0238,B011,2022-08-31,0,0
C014280,A0034,B010,2022-04-02,0,0
C014281,A0168,B003,2022-12-27,0,0
C014282,A0461,B024,2022-09-14,0,0
C014283,A0814,B027,2022-08-02,0,0
C014284,A0700,B037,2022-01-08,0,0
C014285,A0125,B026,2022-12-23,0,0
C014286,A0851,B058,2022-03-11,0,0
C014287,A0630,B032,2022-09-14,0,0
C014288,A0968,B017,2022-12-13,0,0
C014289,A0032,B034,2022-03-13,0,0
C014290,A0499,B034,2022-10-29,0,0
C014291,A0422,B023,2022-03-24,0,0
C014292,A0296,B038,2022-11-27,1,0
C014293,A0559,B045,2022-06-11,0,0
C014294,A0051,B019,2022-05-07,0,0
C014295,A0394,B024,2022-12-21,0,0
C014296,A0352,B046,2022-12-12,0,0
C014297,A0784,B058,2022-02-23,0,0
C014298,A0873,B019,2022-10-27,0,0
C014299,A0254,B058,2022-12-12,0,0
C014300,A0402,B020,2022-12-02,0,0
C014301,A0721,B037,2022-08-12,0,0
C014302,A0764,B030,2022-10-27,0,0
C014303,A0069,B035,2022-03-29,0,0
C014304,A0246,B008,2022-01-27,0,0
C014305,A0635,B018,2022-11-25,0,0
C014306,A0478,B003,2022-10-21,0,0
C014307,A0770,B003,2022-12-31,0,0
C014308,A0128,B001,2022-10-18,0,0
C014309,A0205,B021,2022-09-02,0,0
C014310,A0764,B018,2022-07-17,0,0
C014311,A0934,B038,2022-05-06,0,0
C014312,A0292,B034,2022-01-07,0,0
C014313,A0488,B034,2022-08-03,0,0
C014314,A0376,B022,2022-05-23,0,0
C014315,A0578,B046,2022-06-17,1,0
C014316,A0388,B024,2022-01-02,0,0
C014317,A0359,B037,2022-12-05,0,0
C014318,A0802,B018,2022-05-04,0,0
C014319,A0553,B001,2022-12-23,0,0
C014320,A0993,B040,2022-08-20,0,0
C014321,A0489,B007,2022-02-19,0,0
C014322,A0523,B046,2022-12-26,0,0
C014323,A0379,B010,2022-08-25,0,0
C014324,A0376,B027,2022-04-15,0,0
C014325,A0587,B023,2022-10-24,0,0
C014326,A0126,B036,2022-05-02,0,0
C014327,A0163,B017,2022-03-08,0,0
C014328,A0970,B005,2022-09-01,0,0
C014329,A0034,B024,2022-10-13,0,0
C014330,A0672,B002,2022-07-21,0,0
C014331,A0559,B038,2022-07-13,0,0
C014332,A0445,B020,2022-03-10,0,0
C014333,A0519,B018,2022-03-13,0,0
C014334,A0394,B003,2022-04-08,0,0
C014335,A0051,B009,2022-11-01,0,0
C014336,A0992,B024,2022-07-28,0,0
C014337,A0468,B005,2022-12-26,1,0
C014338,A0210,B056,2022-07-23,0,0
C014339,A0466,B031,2022-05-21,0,0
C014340,A0432,B023,2022-06-15,0,0
C014341,A0834,B039,2022-01-19,0,0
C014342,A0665,B020,2022-01-07,0,0
C014343,A0123,B022,2022-12-27,0,0
C014344,A0431,B014,2022-07-12,0,0
C014345,A0051,B054,2022-07-27,0,0
C014346,A0498,B024,2022-01-24,0,0
C014347,A0724,B029,2022-05-03,0,0
C014348,A0466,B040,2022-12-10,0,0
C014349,A0499,B033,2022-09-29,0,0
C014350,A0676,B039,2022-11-13,0,0
C014351,A0352,B058,2022-05-12,0,0
C014352,A0160,B036,2022-07-22,0,0
C014353,A0911,B004,2022-04-26,0,0
C014354,A0810,B023,2022-03-02,0,0
C014355,A0992,B043,2022-05-29,0,0
C014356,A0665,B034,2022-06-19,0,0
C014357,A0007,B035,2022-11-13,0,0
C014358,A0493,B011,2022-09-21,0,0
C014359,A0037,B026,2022-04-24,0,0
C014360,A0079,B021,2022-06-13,0,0
C014361,A0575,B021,2022-10-08,0,0
C014362,A0060,B001,2022-01-01,0,0
C014363,A0961,B054,2022-09-06,0,0
C014364,A0464,B023,2022-10-22,0,0
C014365,A0524,B024,2022-08-21,0,0
C014366,A0674,B054,2022-11-20,0,0
C014367,A0354,B014,2022-01-13,0,0
C014368,A0524,B018,2022-01-21,0,0
C014369,A0038,B018,2022-08-05,0,0
C014370,A0316,B047,2022-06-27,0,0
C014371,A0608,B017,2022-12-26,0,0
C014372,A0910,B040,2022-08-03,0,0
C014373,A0188,B020,2022-09-09,0,0
C014374,A0092,B005,2022-11-01,0,0
C014375,A0771,B046,2022-09-23,0,0
C014376,A0515,B020,2022-03-29,0,0
C014377,A0128,B021,2022-05-04,0,0
C014378,A0735,B037,2022-12-09,0,0
C014379,A0007,B037,2022-08-01,0,0
C014380,A0225,B023,2022-03-08,0,0
C014381,A0576,B056,2022-01-01,0,0
C014382,A0393,B040,2022-07-02,0,0
C014383,A0079,B045,2022-11-12,0,0
C014384,A0656,B018,2022-01-21,0,0
C014385,A0866,B003,2022-04-04,0,0
C014386,A0578,B046,2022-04-17,0,0
C014387,A0082,B034,2022-03-26,0,0
C014388,A0477,B015,2022-01-24,0,0
C014389,A0970,B022,2022-06-02,0,0
C014390,A0466,B033,2022-08-10,0,0
C014391,A0481,B031,2022-12-20,0,0
C014392,A0092,B007,2022-12-18,0,0
C014393,A0743,B011,2022-08-15,0,0
C014394,A0601,B026,2022-11-13,0,0
C014395,A0243,B048,2022-04-04,0,0
C014396,A0246,B057,2022-09-15,0,0
C014397,A0803,B009,2022-11-11,0,0
C014398,A0595,B023,2022-06-09,0,0
C014399,A0664,B040,2022-10-29,0,0
C014400,A0473,B024,2022-03-11,0,0
C014401,A0443,B035,2022-12-13,0,0
C014402,A0947,B026,2022-10-13,0,0
C014403,A0721,B024,2022-12-27,0,0
C014404,A0489,B003,2022-05-09,0,0
C014405,A0069,B054,2022-04-27,0,0
C014406,A0040,B024,2022-10-09,0,0
C014407,A0549,B013,2022-05-09,0,0
C014408,A0638,B020,2022-03-12,0,0
C014409,A0735,B025,2022-02-18,0,0
C014410,A0339,B051,2022-09-21,0,0
C014411,A0417,B021,2022-10-26,0,0
C014412,A0680,B003,2022-06-15,0,0
C014413,A0396,B055,2022-08-10,0,0
C014414,A0682,B060,2022-10-26,0,0
C014415,A0595,B035,2022-03-18,0,0
C014416,A0619,B041,2022-02-18,0,0
C014417,A0038,B009,2022-09-25,0,0
C014418,A0917,B031,2022-02-05,0,0
C014419,A0776,B060,2022-11-25,0,0
C014420,A0035,B054,2022-10-05,0,0
C014421,A0899,B006,2022-06-08,0,0
C014422,A0670,B051,2022-12-07,0,0
C014423,A0918,B024,2022-05-03,0,0
C014424,A0591,B029,2022-04-26,0,0
C014425,A0798,B021,2022-01-25,0,0
C014426,A0468,B058,2022-12-05,0,0
C014427,A0252,B021,2022-03-23,0,0
C014428,A0700,B037,2022-10-05,0,0
C014429,A0274,B023,2022-01-11,0,0
C014430,A0217,B023,2022-12-07,0,0
C014431,A0232,B058,2022-08-21,0,0
C014432,A0693,B040,2022-03-19,0,0
C014433,A0771,B002,2022-02-26,0,0
C014434,A0556,B021,2022-09-14,0,0
C014435,A0082,B017,2022-11-29,0,0
C014436,A0575,B027,2022-11-14,0,0
C014437,A0764,B017,2022-04-12,0,0
C014438,A0863,B032,2022-01-23,0,0
C014439,A0230,B018,2022-09-24,0,0
C014440,A0556,B004,2022-01-01,0,0
C014441,A0466,B005,2022-04-25,0,0
C014442,A0034,B002,2022-05-26,0,0
C014443,A0363,B015,2022-07-17,0,0
C014444,A0814,B040,2022-07-12,0,0
C014445,A0237,B005,2022-04-26,1,0
C014446,A0290,B033,2022-01-23,0,0
C014447,A0084,B018,2022-10-25,0,0
C014448,A0578,B054,2022-11-24,1,0
C014449,A0917,B014,2022-09-25,0,0
C014450,A0993,B056,2022-01-25,0,0
C014451,A0437,B011,2022-03-11,0,0
C014452,A0285,B032,2022-08-20,0,0
C014453,A0717,B023,2022-04-25,0,0
C014454,A0533,B012,2022-05-05,0,0
C014455,A0524,B001,2022-01-03,0,0
C014456,A0222,B006,2022-05-20,0,0
C014457,A0910,B048,2022-07-24,0,0
C014458,A0716,B025,2022-05-16,0,0
C014459,A0066,B036,2022-04-25,0,0
C014460,A0431,B015,2022-03-18,0,0
C014461,A0169,B031,2022-08-29,0,0
C014462,A0186,B026,2022-08-07,0,0
